time_window,volume,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,dayofweek,hour,A2_1,A3_1,B1_1,B3_1,C1_1,C3_1,ve0_1_0_1,ve0_1_1_1,ve0_2_0_1,ve0_3_0_1,ve0_3_1_1,ve1_1_0_1,ve1_1_1_1,ve1_2_0_1,ve1_3_0_1,ve1_3_1_1,vm0_1_0_1,vm0_1_1_1,vm0_2_0_1,vm0_3_0_1,vm0_3_1_1,vm1_1_0_1,vm1_1_1_1,vm1_2_0_1,vm1_3_0_1,vm1_3_1_1,vm2_1_0_1,vm2_1_1_1,vm2_2_0_1,vm2_3_0_1,vm2_3_1_1,vm3_1_0_1,vm3_1_1_1,vm3_2_0_1,vm3_3_0_1,vm3_3_1_1,volume_1_0_1,volume_1_1_1,volume_2_0_1,volume_3_0_1,volume_3_1_1,vt0_1_0_1,vt0_1_1_1,vt0_2_0_1,vt0_3_0_1,vt0_3_1_1,vt1_1_0_1,vt1_1_1_1,vt1_2_0_1,vt1_3_0_1,vt1_3_1_1,A2_2,A3_2,B1_2,B3_2,C1_2,C3_2,ve0_1_0_2,ve0_1_1_2,ve0_2_0_2,ve0_3_0_2,ve0_3_1_2,ve1_1_0_2,ve1_1_1_2,ve1_2_0_2,ve1_3_0_2,ve1_3_1_2,vm0_1_0_2,vm0_1_1_2,vm0_2_0_2,vm0_3_0_2,vm0_3_1_2,vm1_1_0_2,vm1_1_1_2,vm1_2_0_2,vm1_3_0_2,vm1_3_1_2,vm2_1_0_2,vm2_1_1_2,vm2_2_0_2,vm2_3_0_2,vm2_3_1_2,vm3_1_0_2,vm3_1_1_2,vm3_2_0_2,vm3_3_0_2,vm3_3_1_2,volume_1_0_2,volume_1_1_2,volume_2_0_2,volume_3_0_2,volume_3_1_2,vt0_1_0_2,vt0_1_1_2,vt0_2_0_2,vt0_3_0_2,vt0_3_1_2,vt1_1_0_2,vt1_1_1_2,vt1_2_0_2,vt1_3_0_2,vt1_3_1_2,A2_3,A3_3,B1_3,B3_3,C1_3,C3_3,ve0_1_0_3,ve0_1_1_3,ve0_2_0_3,ve0_3_0_3,ve0_3_1_3,ve1_1_0_3,ve1_1_1_3,ve1_2_0_3,ve1_3_0_3,ve1_3_1_3,vm0_1_0_3,vm0_1_1_3,vm0_2_0_3,vm0_3_0_3,vm0_3_1_3,vm1_1_0_3,vm1_1_1_3,vm1_2_0_3,vm1_3_0_3,vm1_3_1_3,vm2_1_0_3,vm2_1_1_3,vm2_2_0_3,vm2_3_0_3,vm2_3_1_3,vm3_1_0_3,vm3_1_1_3,vm3_2_0_3,vm3_3_0_3,vm3_3_1_3,volume_1_0_3,volume_1_1_3,volume_2_0_3,volume_3_0_3,volume_3_1_3,vt0_1_0_3,vt0_1_1_3,vt0_2_0_3,vt0_3_0_3,vt0_3_1_3,vt1_1_0_3,vt1_1_1_3,vt1_2_0_3,vt1_3_0_3,vt1_3_1_3,A2_4,A3_4,B1_4,B3_4,C1_4,C3_4,ve0_1_0_4,ve0_1_1_4,ve0_2_0_4,ve0_3_0_4,ve0_3_1_4,ve1_1_0_4,ve1_1_1_4,ve1_2_0_4,ve1_3_0_4,ve1_3_1_4,vm0_1_0_4,vm0_1_1_4,vm0_2_0_4,vm0_3_0_4,vm0_3_1_4,vm1_1_0_4,vm1_1_1_4,vm1_2_0_4,vm1_3_0_4,vm1_3_1_4,vm2_1_0_4,vm2_1_1_4,vm2_2_0_4,vm2_3_0_4,vm2_3_1_4,vm3_1_0_4,vm3_1_1_4,vm3_2_0_4,vm3_3_0_4,vm3_3_1_4,volume_1_0_4,volume_1_1_4,volume_2_0_4,volume_3_0_4,volume_3_1_4,vt0_1_0_4,vt0_1_1_4,vt0_2_0_4,vt0_3_0_4,vt0_3_1_4,vt1_1_0_4,vt1_1_1_4,vt1_2_0_4,vt1_3_0_4,vt1_3_1_4,A2_5,A3_5,B1_5,B3_5,C1_5,C3_5,ve0_1_0_5,ve0_1_1_5,ve0_2_0_5,ve0_3_0_5,ve0_3_1_5,ve1_1_0_5,ve1_1_1_5,ve1_2_0_5,ve1_3_0_5,ve1_3_1_5,vm0_1_0_5,vm0_1_1_5,vm0_2_0_5,vm0_3_0_5,vm0_3_1_5,vm1_1_0_5,vm1_1_1_5,vm1_2_0_5,vm1_3_0_5,vm1_3_1_5,vm2_1_0_5,vm2_1_1_5,vm2_2_0_5,vm2_3_0_5,vm2_3_1_5,vm3_1_0_5,vm3_1_1_5,vm3_2_0_5,vm3_3_0_5,vm3_3_1_5,volume_1_0_5,volume_1_1_5,volume_2_0_5,volume_3_0_5,volume_3_1_5,vt0_1_0_5,vt0_1_1_5,vt0_2_0_5,vt0_3_0_5,vt0_3_1_5,vt1_1_0_5,vt1_1_1_5,vt1_2_0_5,vt1_3_0_5,vt1_3_1_5,A2_6,A3_6,B1_6,B3_6,C1_6,C3_6,ve0_1_0_6,ve0_1_1_6,ve0_2_0_6,ve0_3_0_6,ve0_3_1_6,ve1_1_0_6,ve1_1_1_6,ve1_2_0_6,ve1_3_0_6,ve1_3_1_6,vm0_1_0_6,vm0_1_1_6,vm0_2_0_6,vm0_3_0_6,vm0_3_1_6,vm1_1_0_6,vm1_1_1_6,vm1_2_0_6,vm1_3_0_6,vm1_3_1_6,vm2_1_0_6,vm2_1_1_6,vm2_2_0_6,vm2_3_0_6,vm2_3_1_6,vm3_1_0_6,vm3_1_1_6,vm3_2_0_6,vm3_3_0_6,vm3_3_1_6,volume_1_0_6,volume_1_1_6,volume_2_0_6,volume_3_0_6,volume_3_1_6,vt0_1_0_6,vt0_1_1_6,vt0_2_0_6,vt0_3_0_6,vt0_3_1_6,vt1_1_0_6,vt1_1_1_6,vt1_2_0_6,vt1_3_0_6,vt1_3_1_6
2016-09-19 00:00:00,13,1008.2,1013.2,329,2.8,22.2,76,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-19 00:20:00,6,1008.2,1013.2,329,2.8,22.2,76,0.0,0,0,100.19,126.35,91.41166666666668,76.13,154.95363636363638,151.44,9.0,107.0,2.0,17.0,135.0,4.0,33.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,10.0,125.0,1.0,11.0,162.0,1.0,7.0,1.0,0.0,6.0,2.0,8.0,0.0,6.0,13.0,13.0,140.0,2.0,17.0,181.0,0.0,109.0,0.0,0.0,160.0,0.0,31.0,0.0,0.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-19 00:40:00,9,1008.2,1013.2,329,2.8,22.2,76,0.0,0,0,52.63,86.15,92.75428571428571,92.20583333333332,182.60666666666668,152.49499999999995,5.0,46.0,0.0,15.0,77.0,1.0,10.0,0.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,6.0,41.0,0.0,14.0,92.0,0.0,5.0,0.0,1.0,13.0,0.0,10.0,0.0,1.0,7.0,6.0,56.0,0.0,16.0,112.0,0.0,40.0,0.0,0.0,96.0,0.0,16.0,0.0,0.0,16.0,100.19,126.35,91.41166666666668,76.13,154.95363636363638,151.44,9.0,107.0,2.0,17.0,135.0,4.0,33.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,10.0,125.0,1.0,11.0,162.0,1.0,7.0,1.0,0.0,6.0,2.0,8.0,0.0,6.0,13.0,13.0,140.0,2.0,17.0,181.0,0.0,109.0,0.0,0.0,160.0,0.0,31.0,0.0,0.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-19 01:00:00,10,1008.2,1013.2,329,2.8,22.2,76,0.0,0,1,48.14666666666667,98.41055555555558,126.74666666666668,132.89,165.66857142857143,163.78,8.0,26.0,0.0,15.0,68.0,1.0,5.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,6.0,20.0,0.0,13.0,73.0,1.0,8.0,0.0,2.0,8.0,2.0,3.0,0.0,1.0,12.0,9.0,31.0,0.0,16.0,93.0,0.0,20.0,0.0,0.0,77.0,0.0,11.0,0.0,0.0,16.0,52.63,86.15,92.75428571428571,92.20583333333332,182.60666666666668,152.49499999999995,5.0,46.0,0.0,15.0,77.0,1.0,10.0,0.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,6.0,41.0,0.0,14.0,92.0,0.0,5.0,0.0,1.0,13.0,0.0,10.0,0.0,1.0,7.0,6.0,56.0,0.0,16.0,112.0,0.0,40.0,0.0,0.0,96.0,0.0,16.0,0.0,0.0,16.0,100.19,126.35,91.41166666666668,76.13,154.95363636363638,151.44,9.0,107.0,2.0,17.0,135.0,4.0,33.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,10.0,125.0,1.0,11.0,162.0,1.0,7.0,1.0,0.0,6.0,2.0,8.0,0.0,6.0,13.0,13.0,140.0,2.0,17.0,181.0,0.0,109.0,0.0,0.0,160.0,0.0,31.0,0.0,0.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-19 01:20:00,14,1008.2,1013.2,329,2.8,22.2,76,0.0,0,1,68.01347826086958,86.11,97.8,63.75,184.69375,268.25666666666666,9.0,3.0,0.0,16.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,1.0,16.0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,10.0,4.0,1.0,17.0,4.0,0.0,2.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,48.14666666666667,98.41055555555558,126.74666666666668,132.89,165.66857142857143,163.78,8.0,26.0,0.0,15.0,68.0,1.0,5.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,6.0,20.0,0.0,13.0,73.0,1.0,8.0,0.0,2.0,8.0,2.0,3.0,0.0,1.0,12.0,9.0,31.0,0.0,16.0,93.0,0.0,20.0,0.0,0.0,77.0,0.0,11.0,0.0,0.0,16.0,52.63,86.15,92.75428571428571,92.20583333333332,182.60666666666668,152.49499999999995,5.0,46.0,0.0,15.0,77.0,1.0,10.0,0.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,6.0,41.0,0.0,14.0,92.0,0.0,5.0,0.0,1.0,13.0,0.0,10.0,0.0,1.0,7.0,6.0,56.0,0.0,16.0,112.0,0.0,40.0,0.0,0.0,96.0,0.0,16.0,0.0,0.0,16.0,100.19,126.35,91.41166666666668,76.13,154.95363636363638,151.44,9.0,107.0,2.0,17.0,135.0,4.0,33.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,10.0,125.0,1.0,11.0,162.0,1.0,7.0,1.0,0.0,6.0,2.0,8.0,0.0,6.0,13.0,13.0,140.0,2.0,17.0,181.0,0.0,109.0,0.0,0.0,160.0,0.0,31.0,0.0,0.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-19 01:40:00,10,1008.2,1013.2,329,2.8,22.2,76,0.0,0,1,45.6,63.82,73.6,49.95,144.6275,153.11,11.0,12.0,0.0,15.0,4.0,3.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,9.0,0.0,14.0,4.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,1.0,14.0,14.0,0.0,17.0,5.0,0.0,8.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,3.0,68.01347826086958,86.11,97.8,63.75,184.69375,268.25666666666666,9.0,3.0,0.0,16.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,1.0,16.0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,10.0,4.0,1.0,17.0,4.0,0.0,2.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,48.14666666666667,98.41055555555558,126.74666666666668,132.89,165.66857142857143,163.78,8.0,26.0,0.0,15.0,68.0,1.0,5.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,6.0,20.0,0.0,13.0,73.0,1.0,8.0,0.0,2.0,8.0,2.0,3.0,0.0,1.0,12.0,9.0,31.0,0.0,16.0,93.0,0.0,20.0,0.0,0.0,77.0,0.0,11.0,0.0,0.0,16.0,52.63,86.15,92.75428571428571,92.20583333333332,182.60666666666668,152.49499999999995,5.0,46.0,0.0,15.0,77.0,1.0,10.0,0.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,6.0,41.0,0.0,14.0,92.0,0.0,5.0,0.0,1.0,13.0,0.0,10.0,0.0,1.0,7.0,6.0,56.0,0.0,16.0,112.0,0.0,40.0,0.0,0.0,96.0,0.0,16.0,0.0,0.0,16.0,100.19,126.35,91.41166666666668,76.13,154.95363636363638,151.44,9.0,107.0,2.0,17.0,135.0,4.0,33.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,10.0,125.0,1.0,11.0,162.0,1.0,7.0,1.0,0.0,6.0,2.0,8.0,0.0,6.0,13.0,13.0,140.0,2.0,17.0,181.0,0.0,109.0,0.0,0.0,160.0,0.0,31.0,0.0,0.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-19 02:00:00,7,1008.2,1013.2,329,2.8,22.2,76,0.0,0,1,47.37722222222222,205.81,93.29666666666668,81.52833333333334,164.14666666666662,191.075,10.0,6.0,0.0,11.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,2.0,7.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,10.0,7.0,2.0,11.0,4.0,0.0,4.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,45.6,63.82,73.6,49.95,144.6275,153.11,11.0,12.0,0.0,15.0,4.0,3.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,9.0,0.0,14.0,4.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,1.0,14.0,14.0,0.0,17.0,5.0,0.0,8.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,3.0,68.01347826086958,86.11,97.8,63.75,184.69375,268.25666666666666,9.0,3.0,0.0,16.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,1.0,16.0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,10.0,4.0,1.0,17.0,4.0,0.0,2.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,48.14666666666667,98.41055555555558,126.74666666666668,132.89,165.66857142857143,163.78,8.0,26.0,0.0,15.0,68.0,1.0,5.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,6.0,20.0,0.0,13.0,73.0,1.0,8.0,0.0,2.0,8.0,2.0,3.0,0.0,1.0,12.0,9.0,31.0,0.0,16.0,93.0,0.0,20.0,0.0,0.0,77.0,0.0,11.0,0.0,0.0,16.0,52.63,86.15,92.75428571428571,92.20583333333332,182.60666666666668,152.49499999999995,5.0,46.0,0.0,15.0,77.0,1.0,10.0,0.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,6.0,41.0,0.0,14.0,92.0,0.0,5.0,0.0,1.0,13.0,0.0,10.0,0.0,1.0,7.0,6.0,56.0,0.0,16.0,112.0,0.0,40.0,0.0,0.0,96.0,0.0,16.0,0.0,0.0,16.0,100.19,126.35,91.41166666666668,76.13,154.95363636363638,151.44,9.0,107.0,2.0,17.0,135.0,4.0,33.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,10.0,125.0,1.0,11.0,162.0,1.0,7.0,1.0,0.0,6.0,2.0,8.0,0.0,6.0,13.0,13.0,140.0,2.0,17.0,181.0,0.0,109.0,0.0,0.0,160.0,0.0,31.0,0.0,0.0,21.0
2016-09-19 02:20:00,10,1008.2,1013.2,329,2.8,22.2,76,0.0,0,1,47.98,168.86,107.47,57.48,129.39249999999998,144.39,6.0,6.0,0.0,11.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,10.0,3.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,7.0,7.0,0.0,11.0,5.0,0.0,2.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,2.0,47.37722222222222,205.81,93.29666666666668,81.52833333333334,164.14666666666662,191.075,10.0,6.0,0.0,11.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,2.0,7.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,10.0,7.0,2.0,11.0,4.0,0.0,4.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,45.6,63.82,73.6,49.95,144.6275,153.11,11.0,12.0,0.0,15.0,4.0,3.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,9.0,0.0,14.0,4.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,1.0,14.0,14.0,0.0,17.0,5.0,0.0,8.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,3.0,68.01347826086958,86.11,97.8,63.75,184.69375,268.25666666666666,9.0,3.0,0.0,16.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,1.0,16.0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,10.0,4.0,1.0,17.0,4.0,0.0,2.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,48.14666666666667,98.41055555555558,126.74666666666668,132.89,165.66857142857143,163.78,8.0,26.0,0.0,15.0,68.0,1.0,5.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,6.0,20.0,0.0,13.0,73.0,1.0,8.0,0.0,2.0,8.0,2.0,3.0,0.0,1.0,12.0,9.0,31.0,0.0,16.0,93.0,0.0,20.0,0.0,0.0,77.0,0.0,11.0,0.0,0.0,16.0,52.63,86.15,92.75428571428571,92.20583333333332,182.60666666666668,152.49499999999995,5.0,46.0,0.0,15.0,77.0,1.0,10.0,0.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,6.0,41.0,0.0,14.0,92.0,0.0,5.0,0.0,1.0,13.0,0.0,10.0,0.0,1.0,7.0,6.0,56.0,0.0,16.0,112.0,0.0,40.0,0.0,0.0,96.0,0.0,16.0,0.0,0.0,16.0
2016-09-19 02:40:00,6,1008.2,1013.2,329,2.8,22.2,76,0.0,0,1,135.99,89.88125,101.41,91.38111111111112,169.685,241.98,9.0,7.0,0.0,14.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,11.0,3.0,5.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,10.0,7.0,0.0,14.0,4.0,0.0,2.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,1.0,47.98,168.86,107.47,57.48,129.39249999999998,144.39,6.0,6.0,0.0,11.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,10.0,3.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,7.0,7.0,0.0,11.0,5.0,0.0,2.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,2.0,47.37722222222222,205.81,93.29666666666668,81.52833333333334,164.14666666666662,191.075,10.0,6.0,0.0,11.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,2.0,7.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,10.0,7.0,2.0,11.0,4.0,0.0,4.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,45.6,63.82,73.6,49.95,144.6275,153.11,11.0,12.0,0.0,15.0,4.0,3.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,9.0,0.0,14.0,4.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,1.0,14.0,14.0,0.0,17.0,5.0,0.0,8.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,3.0,68.01347826086958,86.11,97.8,63.75,184.69375,268.25666666666666,9.0,3.0,0.0,16.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,1.0,16.0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,10.0,4.0,1.0,17.0,4.0,0.0,2.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,48.14666666666667,98.41055555555558,126.74666666666668,132.89,165.66857142857143,163.78,8.0,26.0,0.0,15.0,68.0,1.0,5.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,6.0,20.0,0.0,13.0,73.0,1.0,8.0,0.0,2.0,8.0,2.0,3.0,0.0,1.0,12.0,9.0,31.0,0.0,16.0,93.0,0.0,20.0,0.0,0.0,77.0,0.0,11.0,0.0,0.0,16.0
2016-09-19 03:00:00,9,1008.3,1013.3,15,4.5,24.4,67,0.0,0,1,60.45,95.96,146.60500000000005,85.95666666666666,182.8333333333333,173.245,6.0,10.0,0.0,16.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,14.0,0.0,1.0,1.0,0.0,4.0,0.0,5.0,1.0,0.0,0.0,0.0,6.0,10.0,0.0,18.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,135.99,89.88125,101.41,91.38111111111112,169.685,241.98,9.0,7.0,0.0,14.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,11.0,3.0,5.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,10.0,7.0,0.0,14.0,4.0,0.0,2.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,1.0,47.98,168.86,107.47,57.48,129.39249999999998,144.39,6.0,6.0,0.0,11.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,10.0,3.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,7.0,7.0,0.0,11.0,5.0,0.0,2.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,2.0,47.37722222222222,205.81,93.29666666666668,81.52833333333334,164.14666666666662,191.075,10.0,6.0,0.0,11.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,2.0,7.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,10.0,7.0,2.0,11.0,4.0,0.0,4.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,45.6,63.82,73.6,49.95,144.6275,153.11,11.0,12.0,0.0,15.0,4.0,3.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,9.0,0.0,14.0,4.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,1.0,14.0,14.0,0.0,17.0,5.0,0.0,8.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,3.0,68.01347826086958,86.11,97.8,63.75,184.69375,268.25666666666666,9.0,3.0,0.0,16.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,1.0,16.0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,10.0,4.0,1.0,17.0,4.0,0.0,2.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0
